Number Of Loans,Average Principal,Past One Month,Past Three Months,Average Over Due Days,Low/High Risk
47,19234.04,0.0,0.0,0.0,0
11,5454.55,0.0,0.0,0.0,0
27,32888.89,0.0,0.33,0.0,0
27,21666.67,0.0,0.04,0.0,0
22,36590.91,0.0,0.0,0.0,0
6,21666.67,0.0,0.0,0.0,0
32,41906.25,1.97,2.66,3.91,1
39,31692.31,0.0,0.03,0.0,0
44,21340.91,1.91,2.23,1.57,0
49,26938.78,0.0,0.59,0.0,0
5,15000.0,0.0,0.0,0.0,0
32,17812.5,0.0,0.0,0.0,0
11,30181.82,0.0,0.0,0.0,0
67,25447.76,0.0,0.18,0.0,0
9,19444.44,18.33,39.44,21.78,1
82,21817.07,0.63,0.7,0.1,0
28,37857.14,0.0,0.0,0.0,0
1,10000.0,0.0,0.0,0.0,0
6,25833.33,0.0,0.0,0.0,0
24,24000.0,0.0,0.0,0.0,0
103,21888.35,1.86,4.77,2.17,0
59,30559.32,0.0,0.03,0.0,0
6,31666.67,0.0,0.0,0.0,0
17,35294.12,0.0,0.06,0.0,0
51,25411.76,0.2,0.2,0.0,0
4,18750.0,0.0,0.0,0.0,0
12,22666.67,0.0,0.0,0.0,0
7,11428.57,0.0,0.0,0.0,0
111,24905.41,0.0,0.17,0.0,0
50,23510.0,1.04,2.26,0.0,0
10,25500.0,17.8,31.7,24.7,1
39,33230.77,0.0,0.85,0.0,0
41,20414.63,0.0,0.0,0.0,0
37,20378.38,0.38,0.38,0.0,0
24,31604.17,21.92,49.12,25.5,1
8,31750.0,0.0,0.0,0.0,0
77,11753.25,1.16,1.68,0.0,0
44,26477.27,2.16,2.75,0.0,0
11,8181.82,0.0,0.0,0.0,0
31,21935.48,5.26,11.13,3.39,1
19,26842.11,0.0,0.0,0.0,0
37,25000.0,2.41,6.27,2.11,0
28,46071.43,0.0,0.11,0.0,0
10,25000.0,0.0,3.0,0.0,0
71,22973.24,0.62,0.69,0.0,0
7,17000.0,0.0,0.0,0.0,0
43,22813.95,13.4,29.09,11.3,1
21,45476.19,0.0,0.0,0.0,0
21,24535.71,4.0,5.67,0.0,0
51,19487.25,1.43,1.88,0.86,0
27,29240.74,0.0,0.0,0.0,0
99,25606.06,0.0,0.11,0.0,0
47,31074.47,0.0,0.0,0.0,0
33,23136.36,0.0,36.0,0.0,0
12,23416.67,0.0,0.0,0.0,0
64,31281.25,0.73,0.73,0.25,0
17,17970.59,0.0,0.0,0.0,0
34,24647.06,0.0,0.24,0.0,0
83,33418.86,0.08,0.19,0.0,0
23,51956.52,0.0,1.65,0.0,0
76,25986.84,1.42,2.21,2.24,1
6,23333.33,0.0,0.0,0.0,0
2,15000.0,0.0,0.0,0.0,0
25,22580.0,2.36,3.2,0.0,0
8,16875.0,0.0,0.0,0.0,0
21,25904.76,23.19,60.9,0.0,0
22,21272.73,0.0,0.0,0.0,0
23,55217.39,14.26,25.13,14.74,1
70,22957.14,0.0,1.63,0.0,0
48,37000.0,0.0,0.0,0.0,0
28,45000.0,0.0,0.0,0.0,0
67,29432.84,5.01,10.64,7.94,1
4,20000.0,0.0,0.0,0.0,0
4,30000.0,0.0,0.0,0.0,0
12,57500.0,14.58,29.33,17.17,1
8,16875.0,0.0,0.0,0.0,0
40,24062.5,0.0,0.0,0.0,0
6,29000.0,0.0,0.0,0.0,0
30,48666.67,7.0,11.4,7.8,1
1,25000.0,0.0,0.0,0.0,0
32,42406.25,0.0,2.88,0.0,0
94,35808.51,0.04,0.04,0.0,0
4,25000.0,0.0,0.0,0.0,0
9,11888.89,0.0,0.0,0.0,0
21,30000.0,0.0,0.0,0.0,0
79,18373.42,0.0,0.0,0.0,0
4,12500.0,0.0,0.0,0.0,0
32,22343.75,0.0,0.56,0.0,0
12,21500.0,0.0,0.0,0.0,0
57,38684.21,0.0,0.04,0.0,0
111,21264.73,0.0,0.05,0.0,0
24,66250.0,3.79,7.75,5.08,1
9,20333.33,46.67,165.11,0.0,0
31,20887.1,6.1,32.42,7.1,1
11,22090.91,140.73,397.36,0.0,0
31,12096.77,0.0,0.42,0.0,0
41,18512.2,0.0,0.0,0.0,0
57,29622.81,0.0,0.32,0.0,0
10,15000.0,0.0,0.0,0.0,0
28,11035.71,0.0,0.0,0.0,0
69,22869.57,1.86,3.19,0.0,0
132,22773.48,0.48,0.48,0.0,0
165,15324.24,0.04,0.04,0.06,0
58,22982.76,7.05,21.22,7.59,1
37,22689.19,0.0,0.0,0.0,0
36,23638.89,0.0,0.0,0.0,0
49,46551.02,0.0,0.0,0.0,0
21,30809.52,0.0,2.14,0.0,0
85,14862.35,9.98,19.26,0.0,0
2,17500.0,0.0,0.0,0.0,0
93,18704.3,0.0,0.14,0.0,0
169,17893.49,0.62,1.08,1.78,0
24,38875.0,0.0,0.0,0.0,0
36,27055.56,1.06,2.64,0.0,0
9,21666.67,0.0,0.0,0.0,0
4,18750.0,0.0,0.0,0.0,0
18,27500.0,4.11,10.72,5.39,1
39,21487.18,0.0,0.21,0.0,0
33,30848.48,0.0,0.0,0.0,0
41,21414.63,0.0,0.02,0.0,0
33,44924.24,0.88,3.55,0.0,0
64,15320.31,0.48,0.64,0.0,0
87,24213.79,0.0,0.0,0.0,0
48,27479.17,0.0,0.0,0.0,0
72,26194.44,0.0,0.0,0.0,0
3,20000.0,0.0,0.0,0.0,0
6,16666.67,0.0,0.0,0.0,0
64,28000.0,0.08,0.47,0.0,0
22,55681.82,0.0,0.0,0.0,0
20,29250.0,0.0,0.0,0.0,0
33,19212.12,1.39,1.52,0.42,0
88,25951.7,0.0,0.0,0.0,0
71,17584.51,0.0,0.03,0.0,0
97,28757.73,0.0,0.09,0.0,0
5,10000.0,0.0,0.0,0.0,0
47,15287.23,0.0,0.0,0.0,0
18,20555.56,0.0,34.33,0.0,0
2,12500.0,0.0,0.0,0.0,0
4,16250.0,0.0,0.0,0.0,0
51,17598.04,0.27,0.27,0.0,0
15,19133.33,0.0,21.07,0.0,0
17,23205.88,0.35,0.59,0.0,0
28,31607.14,0.0,0.0,0.0,0
59,30000.0,1.66,1.9,0.0,0
90,26544.44,0.0,0.0,0.0,0
11,16954.55,0.0,0.0,0.0,0
113,27243.36,2.45,6.38,0.0,0
26,25461.54,0.0,0.0,0.08,0
1,15000.0,0.0,0.0,0.0,0
101,22163.37,3.44,12.32,1.35,0
49,16122.45,0.0,0.08,0.0,0
81,25697.53,0.67,0.78,0.74,0
9,16666.67,0.0,0.0,0.0,0
3,25000.0,0.0,0.0,0.0,0
12,29166.67,0.0,0.0,0.0,0
26,27538.46,0.0,0.0,0.0,0
1,20000.0,0.0,0.0,0.0,0
3,30000.0,0.0,0.0,0.0,0
19,18410.53,19.68,39.53,11.42,1
7,18285.71,0.0,117.86,0.0,0
7,17714.29,0.0,0.0,0.0,0
76,23381.58,0.18,0.3,0.59,0
2,10000.0,0.0,0.0,0.0,0
20,24050.0,0.85,0.85,0.0,0
10,25900.0,0.0,0.0,0.0,0
15,21120.0,5.4,6.53,7.47,1
14,32000.0,0.0,0.0,0.0,0
27,43444.44,0.0,0.0,0.0,0
37,23054.05,0.0,0.0,0.0,0
32,25312.5,0.38,0.38,0.0,0
95,119286.84,1.55,7.09,0.81,0
30,28100.0,2.17,3.43,2.83,1
6,29166.67,0.0,0.0,0.0,0
52,26538.46,0.0,0.21,0.0,0
94,25202.13,0.0,0.03,0.0,0
69,18371.01,0.0,0.12,0.0,0
74,22851.35,0.0,0.0,0.0,0
24,10500.0,0.0,0.0,0.0,0
12,21666.67,0.0,0.0,0.0,0
35,15054.29,0.14,0.14,0.0,0
1,25000.0,0.0,0.0,0.0,0
30,14366.67,3.37,5.97,0.0,0
143,27216.78,0.22,0.24,0.0,0
29,18931.03,9.28,23.72,13.1,1
7,15357.14,0.0,0.0,0.0,0
12,25416.67,0.0,0.0,0.0,0
47,23829.79,0.09,0.21,0.0,0
64,21273.44,0.0,0.05,0.0,0
26,26153.85,0.0,3.12,0.0,0
12,22916.67,6.67,7.83,10.33,1
21,32238.1,4.67,11.9,0.0,0
31,31048.39,0.0,0.9,0.0,0
21,15000.0,2.86,15.62,4.33,1
4,21375.0,0.0,0.0,0.0,0
66,24537.88,0.15,0.15,0.0,0
36,17750.0,7.5,42.17,8.36,1
26,32153.85,1.31,1.46,0.0,0
29,39965.52,0.0,0.31,0.0,0
11,26818.18,0.0,0.0,0.0,0
30,23233.33,3.7,10.0,7.1,1
3,18333.33,0.0,0.0,0.0,0
22,9768.18,0.0,0.0,0.0,0
13,14230.77,0.0,0.0,0.0,0
3,9166.67,0.0,0.0,0.0,0
46,24695.65,0.09,0.09,0.3,0
1,5000.0,0.0,0.0,0.0,0
50,46760.0,0.0,0.04,0.0,0
1,25000.0,0.0,0.0,0.0,0
2,10000.0,0.0,0.0,0.0,0
61,30245.9,0.3,0.3,0.0,0
10,20800.0,0.4,1.3,4.9,1
25,30200.0,17.28,37.0,21.28,1
41,36634.15,0.88,1.78,0.0,0
56,25375.0,0.09,0.14,1.39,0
26,23653.85,22.62,53.58,31.54,1
91,26494.51,0.0,0.0,0.0,0
25,12480.0,13.36,21.12,0.0,0
60,20066.67,0.92,1.33,0.0,0
60,19600.0,0.1,0.37,0.0,0
25,15432.0,0.0,0.0,0.0,0
20,27000.0,0.0,0.0,0.0,0
15,30000.0,0.0,0.13,0.0,0
45,37244.44,0.09,0.22,1.16,0
6,30000.0,0.0,0.0,0.0,0
54,12592.59,0.0,0.0,0.0,0
20,27130.0,0.0,0.0,0.0,0
21,21523.81,0.0,0.0,0.0,0
7,19428.57,0.0,0.0,0.0,0
3,15000.0,0.0,0.0,0.0,0
4,22500.0,0.0,0.0,0.0,0
13,15923.08,0.0,0.0,0.0,0
33,26484.85,0.0,0.0,0.0,0
18,20555.56,0.0,0.0,0.0,0
41,24268.29,7.9,18.41,9.41,1
96,25447.92,0.0,0.01,0.0,0
18,33166.67,0.0,0.0,0.0,0
10,18500.0,0.0,0.0,0.0,0
61,18016.39,26.62,63.34,36.43,1
36,15444.44,1.5,3.97,0.0,0
108,44907.41,0.0,0.0,0.0,0
85,16105.88,0.0,0.54,0.0,0
39,33282.05,0.0,0.0,0.0,0
69,27681.16,0.0,3.88,0.0,0
22,27272.73,0.0,0.0,0.0,0
85,36441.18,0.0,0.0,0.16,0
42,33619.05,0.0,0.0,0.0,0
23,28478.26,0.0,0.22,0.0,0
70,15357.14,0.0,0.06,0.0,0
129,32844.96,0.0,0.16,0.0,0
22,39954.55,0.0,0.0,0.0,0
18,19583.33,35.78,90.22,0.0,0
4,14750.0,0.0,0.0,0.0,0
4,7500.0,0.0,0.0,0.0,0
34,19235.29,1.32,1.62,0.0,0
39,32769.23,2.69,5.08,4.0,1
189,22565.08,0.0,0.0,0.0,0
20,35500.0,0.0,0.0,0.0,0
26,18980.77,0.15,0.23,0.0,0
18,13333.33,5.67,9.78,0.0,0
49,21510.2,0.0,1.02,0.0,0
2,15000.0,0.0,0.0,0.0,0
11,15727.27,4.18,4.55,0.0,0
2,15000.0,0.0,0.0,0.0,0
19,15263.16,0.0,0.0,0.0,0
2,10000.0,0.0,0.0,0.0,0
45,41822.22,0.0,0.0,0.0,0
96,32864.58,0.15,0.45,0.47,0
37,27297.3,5.03,10.59,3.38,1
2,15000.0,0.0,0.0,0.0,0
50,20600.0,11.72,26.48,13.58,1
1,25000.0,0.0,0.0,0.0,0
65,28449.23,0.29,0.29,0.77,0
23,50000.0,0.0,0.0,0.0,0
10,27500.0,0.0,0.0,0.0,0
39,29269.23,0.0,0.0,0.36,0
17,28823.53,8.76,15.65,2.94,1
13,21400.0,0.0,0.0,0.0,0
46,27595.65,0.0,0.0,0.0,0
17,27647.06,0.0,0.0,0.0,0
18,22944.44,4.28,4.67,0.0,0
35,17771.43,0.0,0.0,0.0,0
18,18000.0,10.67,32.0,27.72,1
25,68600.0,0.0,0.24,0.0,0
6,11666.67,0.0,0.0,0.0,0
36,21180.56,2.72,3.56,0.0,0
31,28893.55,1.35,1.97,0.0,0
6,13333.33,0.0,0.0,0.0,0
25,19600.0,0.0,0.0,0.0,0
9,24444.44,0.0,0.0,0.0,0
35,33000.0,0.0,0.09,0.0,0
34,20441.18,21.94,57.38,13.12,1
50,26740.0,0.0,0.0,0.0,0
55,22254.55,0.0,0.6,0.0,0
4,10000.0,0.0,0.0,0.0,0
25,22000.0,0.0,0.68,0.0,0
67,25597.01,0.0,0.01,0.0,0
7,11428.57,0.0,0.0,0.0,0
22,28090.91,0.0,0.0,0.0,0
21,32809.52,15.57,58.14,21.67,1
3,15000.0,0.0,0.0,0.0,0
4,11250.0,0.0,0.0,0.0,0
20,28200.0,0.0,0.0,0.05,0
2,11950.0,0.0,0.0,0.0,0
32,16687.5,7.62,13.59,0.0,0
3,20000.0,0.0,0.0,0.0,0
33,18606.06,0.0,0.0,0.0,0
28,33535.71,0.0,0.0,0.0,0
6,15083.33,0.0,0.0,0.0,0
10,24000.0,0.0,0.0,0.0,0
36,23750.0,0.0,0.0,0.0,0
12,14583.33,0.0,79.5,0.0,0
33,13196.97,18.76,50.76,29.39,1
85,22503.53,0.0,0.0,0.0,0
8,18125.0,0.0,0.0,0.0,0
105,30104.76,0.0,0.0,0.0,0
2,10500.0,0.0,0.0,0.0,0
102,21392.16,0.0,0.0,0.0,0
11,35000.0,20.45,55.64,15.45,1
81,13296.3,0.0,0.05,0.0,0
29,35965.52,0.0,0.17,0.0,0
2,10000.0,0.0,0.0,0.0,0
10,14400.0,0.0,0.0,0.0,0
38,28368.42,0.0,0.0,0.0,0
42,20404.76,0.0,0.95,0.0,0
24,20208.33,0.0,0.38,0.0,0
60,32016.67,0.0,0.0,0.0,0
57,14052.63,0.0,0.0,0.0,0
29,27844.83,0.0,0.07,0.0,0
67,24276.12,0.0,0.03,0.0,0
49,13826.53,0.0,0.0,0.0,0
5,25000.0,0.0,0.0,0.0,0
2,12500.0,40.5,118.0,56.0,1
6,9166.67,0.0,0.0,0.0,0
5,15400.0,0.0,0.0,0.0,0
34,17676.47,0.0,3.91,0.0,0
39,28953.85,0.0,0.0,0.33,0
9,17777.78,0.0,10.89,0.0,0
53,24603.77,0.0,0.0,0.0,0
6,20833.33,0.0,0.0,0.0,0
26,26961.54,46.27,124.54,16.5,1
38,24342.11,0.0,0.0,0.0,0
39,27871.79,0.0,0.0,0.0,0
48,35312.5,0.0,0.0,0.0,0
62,22080.65,0.0,0.05,0.0,0
59,31559.32,0.07,0.07,0.0,0
25,14660.0,0.0,0.0,0.0,0
18,45944.44,8.22,13.78,0.0,0
3,7666.67,0.0,0.0,0.0,0
34,15720.59,1.06,1.5,0.0,0
40,23270.0,0.1,0.1,0.0,0
66,24348.48,0.0,0.18,0.0,0
71,27169.01,0.0,0.0,0.14,0
11,23363.64,14.45,31.91,0.0,0
28,30142.86,0.25,0.5,0.0,0
75,24766.67,2.91,5.95,0.0,0
6,17500.0,0.0,0.0,0.0,0
24,19437.5,9.33,16.92,11.92,1
14,20785.71,0.0,0.0,0.0,0
2,20000.0,136.0,317.0,167.0,1
75,23080.0,0.0,0.0,0.0,0
35,64000.0,0.0,0.0,0.0,0
20,47000.0,0.0,0.0,0.0,0
66,27193.94,0.0,0.0,0.0,0
2,5000.0,0.0,0.0,0.0,0
43,43482.56,0.6,1.3,1.02,0
25,49800.0,0.0,0.0,0.0,0
40,20375.0,0.0,0.0,0.0,0
7,18571.43,0.0,0.0,0.0,0
6,20000.0,0.0,0.0,0.0,0
29,17241.38,0.0,0.0,0.0,0
70,27742.86,0.0,0.21,0.0,0
27,25851.85,0.0,2.85,0.0,0
37,17156.76,1.3,1.78,2.14,0
1,10000.0,0.0,0.0,0.0,0
32,25843.75,0.0,0.59,0.0,0
24,21458.33,0.0,0.0,0.0,0
3,25000.0,0.0,0.0,0.0,0
37,16081.08,17.27,33.65,0.0,0
7,22857.14,0.0,0.0,0.0,0
16,26875.0,0.0,0.38,0.0,0
16,21875.0,0.31,0.31,0.0,0
3,9000.0,0.0,0.0,0.0,0
36,42388.89,0.58,1.08,0.0,0
38,49868.42,0.0,0.0,0.0,0
7,31428.57,0.0,0.0,0.0,0
5,20000.0,0.0,0.0,0.0,0
62,16435.48,1.1,1.66,1.52,0
76,20197.37,0.0,0.0,0.0,0
26,16000.0,18.96,53.19,18.58,1
11,16000.0,5.82,6.64,0.0,0
7,15000.0,0.0,0.0,0.0,0
38,30052.63,0.0,0.0,0.0,0
87,35379.31,6.44,11.92,10.55,1
39,22179.49,0.0,0.31,0.0,0
4,18750.0,0.0,0.0,0.0,0
3,25000.0,0.0,0.0,0.0,0
30,33000.0,0.0,0.0,0.0,0
36,19583.33,0.0,0.06,0.0,0
2,15000.0,0.0,0.0,0.0,0
5,17000.0,0.0,0.0,0.0,0
24,18875.0,0.0,0.71,0.88,0
16,14187.5,0.0,0.0,0.0,0
65,21030.77,0.0,0.0,0.0,0
1,10000.0,0.0,0.0,0.0,0
9,24244.44,0.0,0.0,0.0,0
146,23326.71,0.0,0.0,0.0,0
91,26670.33,0.04,0.04,0.0,0
20,20750.0,0.0,0.0,0.0,0
29,11520.69,0.0,0.0,0.0,0
10,16600.0,0.0,0.0,0.0,0
13,22692.31,11.62,52.77,7.69,1
11,15863.64,0.0,0.0,0.0,0
22,16454.55,0.0,0.0,0.0,0
47,24111.06,0.0,0.0,0.0,0
37,18418.92,1.78,4.78,0.0,0
51,23225.49,0.0,0.0,0.0,0
11,17727.27,0.0,0.0,0.0,0
25,35240.0,0.0,0.32,0.0,0
86,31286.05,0.0,0.0,0.0,0
34,28382.35,0.5,0.53,0.0,0
23,27152.17,0.22,0.35,0.0,0
8,11875.0,0.0,0.0,0.0,0
20,26250.0,1.3,2.5,0.0,0
15,28000.0,0.0,0.0,0.0,0
8,15625.0,211.0,598.88,222.62,1
30,28000.0,0.0,0.0,0.0,0
9,12777.78,0.0,0.0,0.0,0
10,14500.0,0.0,0.0,0.0,0
14,19285.71,0.0,0.0,0.0,0
72,17020.83,7.1,21.24,8.58,1
15,25057.33,0.0,0.0,0.0,0
31,22403.23,0.0,0.0,0.0,0
26,22769.23,2.69,7.35,0.0,0
15,26666.67,0.0,0.0,0.0,0
12,10500.0,0.0,0.0,0.0,0
51,33333.33,0.12,1.98,0.0,0
96,22312.5,0.0,0.0,0.18,0
82,12432.93,0.15,0.63,0.0,0
16,22937.5,0.0,0.0,0.0,0
54,32037.04,0.0,0.0,0.0,0
76,12036.84,0.0,0.0,0.0,0
19,33526.32,0.58,0.58,0.0,0
3,5400.0,0.0,0.0,0.0,0
17,18029.41,0.0,0.0,0.0,0
20,24250.0,0.0,0.35,0.0,0
25,57200.0,0.0,0.0,0.0,0
56,26535.71,0.0,0.0,0.0,0
64,15789.06,0.0,0.0,0.0,0
23,31956.52,10.61,13.3,3.96,1
6,20000.0,0.0,0.0,0.0,0
37,15459.46,0.0,0.05,0.0,0
47,25978.72,0.0,0.21,0.0,0
21,26071.43,0.0,0.0,0.0,0
45,17600.0,0.0,4.33,0.0,0
20,13500.0,3.3,4.3,6.4,1
23,30130.43,0.0,0.09,0.0,0
41,11536.59,1.66,2.8,0.0,0
49,14867.35,0.0,0.0,0.0,0
25,55800.0,4.24,9.32,1.96,0
21,31285.71,0.0,0.0,0.0,0
30,15166.67,1.07,1.27,1.03,0
56,25803.57,0.0,0.04,0.0,0
47,25159.57,0.0,1.85,0.0,0
22,31938.64,8.0,23.95,0.0,0
43,25906.98,0.0,0.0,0.0,0
9,11111.11,0.0,0.0,0.0,0
19,35789.47,0.0,1.37,0.0,0
2,20000.0,176.5,484.0,192.0,1
39,26769.23,0.46,2.38,0.0,0
78,21000.0,2.36,7.17,1.71,0
10,13500.0,0.0,0.0,0.0,0
23,20565.22,0.0,0.22,0.57,0
25,21840.0,2.24,3.28,0.68,0
40,19050.0,1.4,2.05,0.0,0
21,39761.9,7.33,11.0,0.0,0
7,12857.14,0.0,0.0,0.0,0
36,17055.56,0.0,0.0,0.0,0
5,10000.0,0.0,0.0,0.0,0
22,22500.0,7.64,15.05,8.23,1
40,21000.0,0.0,0.0,0.0,0
44,23409.09,0.0,1.73,0.3,0
68,24323.53,0.0,0.0,0.0,0
27,49703.7,0.41,0.41,0.0,0
17,12970.59,0.0,0.0,0.0,0
60,32396.0,0.0,0.0,0.0,0
5,10000.0,0.0,0.0,0.0,0
17,53058.82,0.0,0.29,0.0,0
39,17333.33,0.33,0.33,0.0,0
21,18809.52,0.29,0.52,0.0,0
69,13985.51,0.0,0.0,0.0,0
9,13333.33,0.0,0.0,0.0,0
6,13333.33,0.0,0.0,0.0,0
39,16589.74,2.72,4.38,0.0,0
31,49709.68,0.0,0.0,0.0,0
2,10000.0,0.0,0.0,0.0,0
84,25380.95,0.0,0.12,0.0,0
101,24683.17,0.05,0.17,0.0,0
57,36473.68,0.0,0.0,0.0,0
12,18916.67,0.0,0.0,0.0,0
24,19625.0,0.21,0.46,0.0,0
32,22812.5,0.0,0.0,0.0,0
2,20000.0,0.0,0.0,0.0,0
16,35968.75,0.0,0.0,0.0,0
43,15767.44,11.07,29.58,18.81,1
38,26263.16,0.0,0.0,0.0,0
6,15833.33,0.0,0.0,0.0,0
28,21071.43,0.0,0.0,0.0,0
38,24842.11,0.0,0.0,0.0,0
43,32744.19,0.0,0.21,0.0,0
7,17857.14,0.0,57.14,0.0,0
9,15555.56,0.0,0.78,0.0,0
14,13928.57,0.57,2.5,5.0,1
4,20000.0,0.0,0.0,0.0,0
11,31818.18,0.0,0.0,0.0,0
65,25000.0,0.0,0.0,0.0,0
21,27619.05,0.0,0.0,0.0,0
42,21666.67,0.0,0.24,0.0,0
58,13672.41,0.79,1.07,0.0,0
37,10121.62,24.81,49.65,0.0,0
29,28793.1,0.0,0.34,0.0,0
46,13826.09,4.02,8.59,1.91,0
12,14583.33,0.0,0.0,0.0,0
31,26500.0,0.42,0.71,0.0,0
47,29287.23,0.0,0.0,0.0,0
55,14509.09,4.42,6.25,1.02,0
58,26620.69,0.0,0.0,0.0,0
34,38264.71,0.0,0.0,0.0,0
38,35960.53,0.0,0.0,0.0,0
17,22058.82,0.0,0.0,0.0,0
11,19977.27,0.0,0.0,0.0,0
23,14304.35,0.0,0.0,0.0,0
126,18103.17,1.34,1.9,2.84,1
6,12000.0,0.0,0.0,0.0,0
38,34210.53,0.0,0.0,0.0,0
39,12961.54,0.0,0.0,0.0,0
5,6400.0,0.0,0.0,0.0,0
102,15279.41,0.54,0.84,0.0,0
72,22458.33,0.17,0.44,0.0,0
20,16750.0,0.0,3.15,0.0,0
1,10000.0,0.0,0.0,0.0,0
30,37333.33,0.0,0.17,0.0,0
59,13406.78,0.0,0.08,0.0,0
24,21458.33,0.0,0.42,0.0,0
61,25180.33,10.75,20.62,2.21,1
11,16590.91,0.0,0.0,0.0,0
138,26391.3,0.0,0.0,0.0,0
18,26111.11,0.0,5.06,0.0,0
33,15909.09,0.76,0.79,0.0,0
55,18812.73,0.25,0.38,0.0,0
65,27092.31,0.0,0.0,0.0,0
104,33730.77,0.0,0.0,0.0,0
39,23641.03,0.0,0.0,0.0,0
31,19338.71,12.94,73.61,7.97,1
64,16484.69,0.0,0.31,0.0,0
32,18187.5,1.12,3.28,3.94,1
46,26608.7,0.28,0.33,0.0,0
8,17500.0,0.0,0.0,0.0,0
27,22666.67,0.0,0.22,0.0,0
34,23897.06,0.0,0.0,0.0,0
31,19693.55,0.0,0.0,0.0,0
16,14812.5,0.0,0.0,0.0,0
52,19471.15,0.0,0.0,0.0,0
2,15000.0,0.0,0.0,0.0,0
36,14597.22,0.0,0.0,0.0,0
67,16402.99,0.0,0.0,0.0,0
11,11363.64,30.27,66.64,24.45,1
77,21571.43,0.09,0.09,0.0,0
47,24936.17,8.94,25.47,13.36,1
44,18909.09,0.16,0.34,0.0,0
4,10000.0,394.5,1115.25,0.0,0
40,25300.0,0.0,0.0,0.0,0
76,15638.16,1.12,1.17,2.75,1
9,10500.0,0.0,0.0,0.0,0
85,18517.65,0.41,1.01,0.92,0
49,21571.43,0.0,0.0,0.0,0
74,19905.41,0.0,0.0,0.0,0
14,57500.0,1.5,3.0,0.0,0
111,44882.88,0.0,0.0,0.0,0
1,15000.0,0.0,0.0,0.0,0
38,26973.68,0.0,0.03,0.0,0
30,34666.67,0.0,0.2,0.0,0
55,30763.64,0.0,0.0,0.0,0
20,46250.0,0.0,0.0,0.0,0
20,37750.0,0.0,0.0,0.0,0
62,13596.77,0.0,0.0,0.0,0
16,17250.0,0.81,1.38,0.12,0
203,18258.13,0.0,0.02,0.0,0
16,18000.0,1.62,7.75,4.88,1
37,25189.19,0.11,0.97,0.0,0
32,19843.75,0.19,0.19,0.0,0
43,27976.74,17.23,42.58,20.6,1
31,34451.61,3.16,6.32,0.1,0
25,33800.0,0.0,0.0,0.0,0
32,16687.5,0.0,0.0,0.0,0
35,34085.71,0.14,0.43,0.0,0
30,24666.67,0.0,0.93,0.0,0
13,14076.92,0.0,0.0,0.0,0
12,23333.33,0.0,28.08,0.0,0
96,21979.17,2.9,3.82,0.0,0
63,15126.98,0.0,0.25,0.0,0
79,30689.24,0.0,0.0,0.0,0
55,30254.55,0.0,0.0,0.0,0
9,14444.44,0.0,0.0,0.0,0
7,18000.0,287.43,810.29,77.29,1
47,23457.45,0.06,0.06,0.0,0
38,22078.95,0.0,0.37,0.0,0
31,20000.0,0.0,0.0,0.0,0
24,23750.0,0.33,0.5,2.62,1
44,17727.27,0.57,10.41,2.52,1
52,24836.54,0.12,0.15,0.0,0
25,32000.0,1.04,1.12,0.0,0
23,21304.35,0.0,0.65,0.0,0
2,15000.0,0.0,0.0,0.0,0
21,12619.05,0.0,0.0,0.0,0
22,42727.27,0.14,0.18,0.0,0
45,22866.67,1.31,2.0,5.51,1
25,37800.0,0.0,0.0,0.0,0
103,30000.0,0.14,0.34,0.0,0
92,23467.39,0.0,0.0,0.0,0
90,28355.56,0.0,0.02,0.0,0
64,42625.0,0.0,0.0,0.0,0
25,18204.0,0.0,0.0,0.0,0
30,20566.67,0.0,10.97,0.0,0
31,15967.74,0.23,0.23,0.0,0
6,48500.0,0.0,0.0,0.0,0
3,6666.67,0.0,0.0,0.0,0
17,38647.06,0.35,0.35,0.0,0
36,26166.67,0.0,0.17,0.0,0
25,15100.0,0.0,0.0,0.0,0
49,14122.45,0.0,3.27,0.0,0
55,33827.27,9.84,19.71,12.53,1
5,10000.0,0.0,0.0,0.0,0
22,17954.55,0.0,1.55,0.0,0
35,32914.29,0.0,0.31,0.0,0
22,31818.18,1.14,1.41,1.68,0
36,22694.44,0.0,0.06,0.19,0
7,10714.29,0.0,0.0,0.0,0
2,12500.0,0.0,0.0,0.0,0
16,15000.0,13.12,58.88,0.0,0
41,25853.66,0.0,0.0,0.0,0
4,13750.0,24.0,100.5,38.75,1
29,24310.34,0.0,0.0,0.0,0
30,25766.67,11.47,26.23,1.63,0
28,40000.0,1.43,1.79,0.0,0
51,17960.78,0.14,0.14,0.0,0
4,35000.0,0.0,0.0,0.0,0
21,17142.86,13.19,31.57,15.81,1
1,15000.0,0.0,0.0,0.0,0
39,17615.38,1.41,1.92,0.0,0
14,18571.43,21.0,51.5,25.43,1
7,12857.14,0.0,0.0,0.0,0
65,17492.31,0.11,0.52,0.0,0
19,20263.16,7.11,8.74,2.95,1
33,19333.33,8.03,14.09,0.0,0
45,27111.11,9.47,26.38,10.16,1
47,17000.0,0.57,1.62,0.0,0
22,29545.45,0.0,0.0,0.0,0
21,15714.29,0.0,19.71,0.0,0
42,22023.81,0.0,0.0,0.0,0
37,25405.41,3.95,7.73,5.62,1
5,10000.0,0.0,0.0,0.0,0
44,32386.36,0.0,0.48,0.0,0
20,24875.0,0.2,0.2,0.0,0
20,20850.0,0.0,0.0,0.0,0
