Number Of Loans,Average Principal,Past One Month,Past Three Months,Average Over Due Days,Low/High Risk
21,21714.29,37.62,81.86,54.24,1
53,34150.94,0.0,0.0,0.0,0
6,10000.0,0.0,0.0,0.0,0
16,10000.0,0.0,0.69,0.0,0
11,21363.64,0.0,0.0,0.0,0
38,36184.21,0.0,0.0,0.0,0
25,17600.0,7.92,11.04,0.0,0
10,21200.0,0.5,13.3,0.0,0
5,33000.0,158.4,384.2,38.0,1
9,20555.56,0.0,0.0,0.0,0
36,25979.17,0.0,0.53,0.0,0
46,30250.0,0.0,0.0,0.0,0
5,23000.0,0.0,0.0,0.0,0
21,11142.86,0.0,0.0,0.0,0
35,39428.57,0.0,0.0,0.0,0
3,31666.67,0.0,0.0,0.0,0
8,10625.0,0.0,0.0,0.0,0
194,77071.65,2.57,6.62,0.89,0
8,28125.0,0.0,0.0,0.0,0
7,10000.0,0.0,0.0,0.0,0
1,11000.0,0.0,2.0,0.0,0
3,10000.0,0.0,0.0,0.0,0
17,13352.94,0.0,0.0,0.0,0
10,16500.0,0.0,0.0,0.0,0
27,38333.33,0.0,0.07,0.0,0
39,39717.95,0.0,0.0,0.0,0
15,21400.0,2.73,3.47,0.0,0
11,10909.09,5.27,16.09,3.18,1
7,22857.14,3.57,57.14,8.0,1
20,17000.0,0.55,0.55,0.0,0
27,44259.26,0.0,0.0,0.0,0
11,12727.27,52.82,100.55,4.73,1
30,32333.33,8.37,12.63,6.63,1
28,21607.14,0.14,0.14,0.0,0
8,26250.0,0.0,2.0,0.0,0
15,31333.33,0.0,0.0,0.0,0
14,19285.71,3.43,5.43,6.5,1
33,23181.82,0.0,0.0,0.0,0
19,38157.89,0.0,0.0,0.0,0
27,38162.96,0.0,0.0,0.0,0
44,19977.27,0.07,0.07,0.0,0
18,21388.89,0.0,0.0,0.0,0
13,18307.69,3.69,4.0,6.08,1
32,29687.5,0.0,0.0,0.0,0
32,33750.0,0.0,0.0,0.0,0
19,30631.58,0.74,0.74,0.74,0
13,23076.92,0.0,0.38,0.0,0
41,21292.68,0.24,0.68,0.88,0
14,55642.86,0.0,0.0,0.0,0
26,20384.62,0.0,0.0,0.0,0
14,25678.57,0.0,4.36,0.0,0
31,28451.61,0.0,0.0,0.0,0
20,26975.0,0.0,0.0,0.0,0
49,19693.88,0.0,0.0,0.0,0
63,39365.08,0.0,0.03,0.0,0
13,25000.0,4.77,11.46,6.38,1
42,33642.86,0.29,1.57,0.17,0
18,17777.78,0.0,12.61,0.0,0
29,65413.79,0.0,0.0,0.0,0
31,30483.87,0.23,0.97,0.0,0
2,10000.0,0.0,0.0,0.0,0
5,15000.0,0.0,0.0,0.0,0
6,27500.0,107.5,277.0,123.0,1
23,23260.87,0.0,0.0,0.0,0
18,21000.0,0.0,0.0,0.0,0
48,27500.0,0.27,0.27,0.0,0
6,10833.33,0.0,0.0,0.0,0
22,13636.36,0.0,0.55,0.0,0
33,16515.15,0.0,0.0,0.0,0
44,28636.36,0.0,0.11,0.0,0
46,26826.09,0.0,0.0,0.0,0
9,17444.44,22.56,34.56,0.0,0
6,14166.67,0.0,0.0,0.0,0
17,45264.71,0.0,0.0,0.0,0
37,27148.65,0.11,0.11,0.0,0
22,12022.73,0.0,0.0,0.0,0
8,5000.0,0.0,0.0,0.0,0
4,13750.0,0.0,0.0,0.0,0
9,5000.0,0.0,0.0,0.0,0
42,18809.52,0.0,0.14,0.0,0
7,16571.43,0.0,0.0,0.0,0
20,34050.0,0.0,0.0,0.0,0
36,15430.56,0.0,0.0,0.0,0
22,19000.0,0.0,0.0,0.0,0
22,16590.91,0.18,0.18,0.0,0
51,12098.04,0.0,0.0,0.0,0
23,24478.26,0.0,0.0,0.0,0
8,31250.0,0.0,0.0,0.0,0
19,32631.58,0.0,0.0,0.0,0
10,13000.0,0.0,0.0,0.0,0
13,13576.92,4.69,10.31,0.0,0
36,22097.22,0.0,1.03,0.0,0
15,33466.67,2.07,2.27,0.07,0
17,30411.76,0.0,3.35,0.0,0
32,12156.25,0.25,18.59,3.28,1
13,16153.85,0.0,0.0,0.0,0
5,15000.0,269.8,718.4,226.8,1
24,25625.0,0.0,1.17,0.0,0
33,20121.21,0.0,0.0,0.0,0
11,14272.73,0.0,0.0,0.0,0
16,40000.0,0.0,0.0,0.0,0
17,24911.76,0.0,0.0,0.0,0
4,9875.0,23.5,45.0,0.0,0
12,31250.0,10.92,12.42,0.0,0
29,30344.83,0.52,0.66,0.0,0
3,11666.67,76.0,330.0,0.0,0
27,42222.22,0.0,0.0,0.0,0
6,14166.67,0.0,0.0,0.0,0
21,15095.24,1.05,1.05,0.0,0
56,31641.07,0.0,0.05,0.0,0
20,18000.0,0.0,0.0,1.1,0
16,32375.0,0.0,0.0,0.0,0
52,27096.15,0.0,0.0,0.0,0
10,106000.0,4.9,6.8,9.5,1
6,25000.0,0.0,0.0,0.0,0
29,34086.21,1.14,1.52,0.0,0
5,20000.0,98.0,229.6,110.4,1
3,12000.0,186.67,581.67,101.33,1
48,22604.17,0.0,0.0,0.0,0
11,20000.0,0.0,0.0,0.0,0
19,17263.16,0.74,4.26,1.05,0
1,10000.0,0.0,0.0,0.0,0
4,12500.0,0.0,0.0,0.0,0
24,22083.33,0.0,0.0,0.0,0
29,14103.45,0.24,0.41,0.0,0
18,27555.56,0.0,0.28,0.0,0
42,21523.81,0.0,0.19,0.0,0
8,20000.0,0.0,0.5,0.0,0
13,33461.54,4.92,7.23,1.69,0
31,24129.03,0.0,0.0,0.0,0
6,26666.67,0.0,0.0,0.0,0
14,32285.71,7.93,9.14,9.79,1
1,20000.0,0.0,0.0,0.0,0
18,17888.89,10.39,23.67,0.0,0
1,10000.0,140.0,329.0,0.0,0
5,33000.0,0.0,0.0,0.0,0
21,20476.19,0.0,0.0,0.0,0
10,13840.0,12.6,15.4,8.0,1
7,17571.43,1.0,8.0,2.43,1
16,13812.5,0.0,0.0,0.0,0
18,22083.33,0.0,0.0,0.0,0
26,20942.31,0.0,0.0,0.0,0
36,19055.56,0.0,0.03,0.0,0
16,16968.75,0.44,0.56,0.0,0
19,17421.05,3.05,17.37,11.11,1
19,25368.42,0.47,0.74,0.0,0
6,11666.67,0.0,0.0,0.0,0
16,12187.5,0.0,4.56,0.0,0
16,25437.5,32.38,91.0,47.69,1
20,38900.0,6.55,18.05,9.85,1
6,26583.33,0.0,0.0,0.0,0
24,37916.67,0.0,0.25,0.0,0
19,24315.79,13.05,20.32,10.68,1
22,28636.36,20.5,68.14,38.0,1
10,22000.0,182.0,532.0,206.8,1
20,39500.0,0.0,0.6,0.0,0
40,12975.0,0.0,0.0,0.0,0
16,38437.5,0.0,0.0,0.0,0
10,33000.0,2.1,4.7,5.2,1
14,35892.86,4.43,6.79,0.0,0
41,20000.0,1.27,1.27,0.68,0
10,8000.0,0.0,0.0,0.0,0
15,18333.33,17.4,26.2,0.0,0
25,45160.0,0.0,0.0,0.0,0
31,36774.19,0.52,0.71,0.0,0
10,23950.0,0.0,0.0,0.0,0
26,166538.46,38.69,117.27,35.42,1
16,21000.0,10.94,18.5,0.0,0
14,18928.57,0.0,5.43,0.0,0
14,32500.0,19.5,34.36,16.36,1
6,10833.33,0.0,60.0,0.0,0
76,29656.58,0.18,0.67,1.12,0
25,18320.0,0.24,1.32,0.0,0
8,27500.0,6.62,36.0,9.75,1
11,26818.18,0.0,0.0,0.0,0
17,17352.94,11.41,27.41,0.0,0
77,30308.44,0.0,0.03,0.0,0
23,28260.87,0.0,0.0,0.0,0
33,29439.39,0.0,0.0,0.0,0
7,28428.57,90.57,232.71,103.86,1
5,20000.0,0.0,0.0,0.0,0
5,11400.0,0.0,0.0,0.0,0
27,50925.93,0.0,0.0,0.0,0
9,13888.89,36.89,87.33,0.0,0
34,39117.65,0.5,0.5,0.0,0
2,20000.0,0.0,0.0,0.0,0
42,25357.14,0.0,0.0,0.0,0
10,19500.0,5.0,9.3,0.0,0
19,35210.53,0.0,0.0,0.0,0
44,48431.82,0.0,0.0,0.0,0
12,14750.0,9.75,27.75,8.67,1
22,35681.82,0.0,0.32,0.0,0
4,7500.0,46.5,116.75,54.25,1
32,21406.25,0.0,0.0,0.0,0
16,30937.5,0.0,0.0,0.0,0
6,5833.33,0.0,0.0,0.0,0
55,15690.91,0.0,0.0,0.31,0
46,28478.26,0.0,0.0,0.0,0
30,24833.33,0.0,0.0,0.0,0
27,31222.22,0.89,1.0,0.0,0
22,23181.82,0.64,1.59,0.0,0
28,23214.29,0.0,0.07,0.0,0
45,23555.56,0.0,0.0,0.0,0
21,29047.62,1.57,2.86,3.76,1
5,10000.0,0.0,0.0,0.0,0
21,21476.19,43.0,99.38,12.14,1
26,21923.08,0.0,0.0,0.0,0
38,17236.84,0.11,0.16,0.0,0
17,39411.76,0.41,0.71,0.0,0
8,27500.0,0.0,0.0,0.0,0
6,20000.0,32.67,82.83,37.83,1
15,21200.0,3.07,3.33,0.6,0
28,12285.71,0.0,0.0,0.0,0
12,18333.33,0.83,3.67,10.83,1
11,15181.82,0.0,0.0,0.0,0
14,13928.57,0.0,0.0,0.0,0
3,6666.67,0.0,0.0,0.0,0
3,13333.33,0.0,0.0,0.0,0
9,7222.22,40.78,99.0,0.0,0
24,48125.0,0.54,0.58,0.0,0
51,16331.37,0.0,0.0,0.0,0
15,21666.67,0.0,3.6,0.0,0
21,15261.9,0.29,0.29,0.0,0
31,20000.0,0.0,0.0,0.0,0
25,21440.0,0.0,0.0,0.0,0
17,15000.0,1.53,9.76,9.65,1
17,11470.59,0.0,0.06,0.0,0
50,15960.0,0.0,0.0,0.0,0
10,24500.0,0.6,0.9,0.0,0
53,23962.26,0.0,0.0,0.0,0
4,14750.0,0.0,0.0,0.0,0
46,16173.91,0.0,0.5,0.0,0
13,13461.54,1.92,1.92,0.0,0
13,10384.62,0.31,1.46,0.0,0
21,27619.05,0.0,0.43,0.0,0
11,27272.73,0.0,0.45,0.0,0
4,20000.0,0.0,0.0,0.0,0
18,22222.22,3.44,13.06,0.0,0
16,30625.0,0.0,2.12,0.0,0
171,123678.36,14.75,47.81,16.65,1
22,38886.36,0.0,0.0,0.0,0
4,12750.0,0.0,54.0,0.0,0
8,23375.0,1.38,1.38,0.0,0
53,19433.96,0.0,0.02,0.0,0
15,29333.33,0.0,0.53,0.0,0
25,27840.0,0.0,0.0,0.0,0
5,17000.0,40.6,196.4,46.8,1
25,21540.0,0.16,0.16,0.0,0
12,20416.67,0.0,0.42,0.0,0
22,17818.18,0.0,0.0,0.0,0
44,24386.36,0.0,0.25,0.0,0
14,14642.86,0.5,0.5,0.0,0
21,49047.62,0.19,0.19,0.0,0
7,20357.14,0.0,0.0,0.0,0
20,29500.0,2.5,3.05,3.5,1
8,14625.0,0.0,0.0,0.0,0
32,34687.5,0.0,0.62,0.0,0
20,12000.0,0.95,1.35,0.0,0
10,43000.0,6.6,10.7,7.2,1
18,15277.78,0.22,0.33,0.0,0
3,13333.33,0.0,310.0,0.0,0
16,23312.5,2.06,4.38,0.0,0
22,33909.09,0.0,0.0,0.0,0
15,21000.0,0.0,0.07,0.0,0
22,23227.27,0.0,0.0,0.0,0
3,17000.0,0.0,0.0,0.0,0
33,39696.97,0.0,0.33,0.0,0
6,31666.67,0.0,0.0,0.0,0
19,43894.74,5.32,6.16,0.0,0
36,15388.89,0.0,0.0,0.0,0
33,27818.18,0.0,0.0,0.0,0
5,15000.0,0.0,56.0,0.0,0
10,22000.0,0.0,0.1,0.0,0
4,10000.0,1.0,1.0,7.0,1
20,27500.0,0.0,0.5,0.0,0
20,24250.0,0.0,0.0,0.0,0
2,27500.0,0.0,0.0,0.0,0
27,20740.74,0.0,0.0,1.78,0
24,19166.67,0.0,0.0,0.0,0
14,21892.86,0.0,0.0,0.0,0
41,14634.15,0.46,0.46,0.54,0
29,13620.69,0.83,0.83,0.0,0
8,15000.0,0.0,33.75,0.0,0
29,19706.9,0.0,0.0,0.0,0
13,17307.69,0.0,0.0,0.0,0
55,13145.45,0.0,0.09,0.0,0
4,10000.0,57.25,126.25,72.75,1
100,94730.0,1.32,2.36,1.22,0
43,23023.26,0.0,0.0,0.0,0
26,23653.85,0.0,0.0,0.0,0
4,20000.0,0.0,17.0,0.0,0
16,17187.5,0.0,0.0,0.0,0
18,20166.67,0.0,0.83,0.0,0
176,141306.53,1.96,11.98,2.07,0
14,23428.57,0.0,2.14,0.0,0
75,29666.67,0.0,0.0,0.0,0
36,13750.0,0.0,0.0,0.0,0
21,28095.24,0.0,0.0,0.0,0
51,34117.65,0.0,0.0,0.0,0
57,16263.16,0.09,0.09,0.0,0
13,30384.62,0.0,3.92,0.0,0
26,28846.15,0.23,6.54,0.0,0
7,25428.57,1.43,19.57,17.43,1
19,21842.11,0.26,1.32,0.0,0
3,16666.67,0.0,0.0,0.0,0
9,11555.56,0.0,0.0,0.0,0
8,18750.0,0.0,0.0,0.0,0
4,26250.0,0.0,0.0,0.0,0
25,21200.0,0.0,0.0,0.0,0
43,17511.63,0.0,0.0,0.0,0
25,28400.0,0.0,0.0,0.0,0
12,22333.33,0.0,0.0,0.0,0
13,15384.62,6.77,11.69,0.0,0
40,13300.0,0.0,0.0,0.0,0
42,21000.0,0.0,0.1,0.0,0
5,6000.0,5.0,6.8,11.2,1
123,30241.46,0.0,0.0,0.0,0
4,20000.0,0.0,0.0,0.0,0
17,22588.24,0.0,0.88,0.0,0
25,27560.0,0.4,1.56,0.0,0
17,18823.53,0.0,1.82,0.0,0
32,41718.75,0.0,0.0,0.0,0
69,11804.35,0.0,0.13,0.0,0
21,27928.57,1.05,1.19,0.0,0
16,29375.0,0.0,0.0,0.0,0
25,31400.0,0.0,0.0,0.0,0
5,10000.0,0.0,53.6,0.0,0
5,20000.0,0.0,0.0,0.0,0
22,14863.64,0.0,0.0,0.0,0
22,40227.27,0.0,0.55,0.0,0
19,21578.95,1.84,36.16,17.26,1
5,15000.0,0.0,17.2,0.0,0
18,37222.22,6.56,10.94,10.0,1
8,16250.0,0.0,4.12,0.0,0
54,22907.41,0.0,0.0,0.0,0
27,21851.85,0.0,0.0,0.0,0
52,49711.54,1.0,1.0,0.0,0
46,36413.04,0.0,0.07,0.0,0
9,21111.11,0.0,0.0,0.0,0
40,25312.5,2.7,4.62,0.52,0
5,16000.0,0.0,0.0,0.0,0
29,15862.07,0.66,0.66,0.0,0
2,15000.0,0.0,0.0,0.0,0
25,28000.0,8.92,30.08,20.68,1
141,112184.4,4.91,11.35,5.57,1
25,15380.0,0.0,9.28,0.36,0
20,24800.0,0.7,9.45,3.25,1
5,18000.0,0.0,0.0,0.0,0
10,38100.0,0.0,0.0,0.0,0
3,21666.67,186.0,373.67,179.67,1
34,31764.71,0.0,0.32,0.0,0
51,13039.22,0.0,0.06,0.0,0
20,16200.0,0.0,0.0,0.0,0
97,28402.06,0.0,0.0,0.0,0
19,22105.26,0.0,0.0,1.05,0
53,28396.23,0.0,0.17,0.0,0
8,20375.0,14.38,31.38,0.0,0
8,14375.0,0.0,84.38,0.0,0
6,15000.0,0.0,44.0,0.0,0
33,26515.15,0.0,0.0,0.0,0
14,26428.57,16.71,30.14,10.93,1
13,29230.77,0.0,0.0,0.0,0
18,58333.33,0.0,0.0,0.0,0
24,17083.33,3.62,4.12,7.0,1
19,27894.74,0.0,0.0,0.0,0
15,30000.0,4.47,6.73,6.33,1
43,37744.19,0.0,0.0,0.0,0
5,9400.0,1.2,1.2,0.0,0
10,13500.0,0.0,0.0,0.0,0
666,32862.31,0.0,0.0,0.0,0
6,12500.0,14.67,57.33,19.83,1
3,10000.0,0.0,42.67,0.0,0
9,25555.56,0.0,0.0,0.0,0
14,32142.86,4.71,6.93,0.0,0
26,30769.23,0.0,0.0,0.0,0
23,11086.96,0.0,0.26,0.0,0
15,57000.0,0.0,0.0,0.93,0
5,10400.0,0.0,0.0,0.0,0
5,18000.0,0.0,0.0,0.0,0
28,17071.43,0.0,0.0,0.0,0
9,25222.22,2.89,2.89,0.0,0
11,20181.82,0.0,0.0,0.0,0
35,23714.29,0.0,0.0,0.0,0
6,25000.0,0.0,0.0,0.0,0
23,12525.65,0.0,0.0,0.0,0
11,18172.73,0.0,0.0,0.0,0
19,25263.16,3.95,5.74,0.53,0
35,15485.71,0.0,0.0,0.0,0
19,13684.21,0.26,0.26,0.0,0
11,10000.0,31.18,66.18,0.0,0
21,18476.19,0.0,0.0,0.0,0
19,40263.16,0.0,0.0,0.0,0
28,15857.14,0.0,0.0,0.0,0
7,9285.71,1.0,1.0,0.0,0
14,17500.0,0.0,0.0,0.0,0
11,14545.45,18.64,31.64,16.64,1
12,14583.33,0.0,0.0,0.0,0
1,15000.0,0.0,0.0,0.0,0
28,24107.14,0.0,0.0,0.0,0
21,15857.14,0.0,0.0,0.0,0
21,38857.14,0.0,0.62,0.0,0
42,21452.38,0.0,0.02,0.0,0
18,16388.89,0.0,0.0,0.0,0
1,10000.0,0.0,14.0,0.0,0
25,33400.0,3.56,3.76,0.0,0
24,19791.67,0.0,0.33,0.0,0
18,17777.78,0.0,0.0,0.0,0
22,20454.55,8.27,16.55,0.0,0
15,14133.33,0.0,0.47,0.0,0
15,23400.0,0.0,0.0,0.0,0
18,45166.67,0.0,0.0,0.0,0
14,21071.43,0.0,0.0,0.0,0
4,67500.0,0.0,0.0,0.0,0
11,21136.36,0.0,0.45,0.0,0
6,18333.33,0.0,52.67,0.0,0
29,36724.14,0.0,0.0,0.0,0
8,18125.0,0.0,0.0,0.0,0
45,17011.11,0.0,0.0,0.0,0
19,24473.68,0.0,0.0,0.0,0
11,29363.64,0.36,0.36,0.0,0
31,10129.03,0.0,0.0,0.0,0
26,26115.38,1.88,2.88,5.85,1
5,20000.0,0.0,2.2,0.0,0
23,14108.7,0.0,0.0,0.0,0
47,14872.34,0.0,0.0,0.0,0
18,16944.44,0.28,0.28,2.0,0
15,25000.0,0.0,0.0,0.0,0
16,20687.5,0.0,0.0,0.0,0
8,37500.0,0.0,53.25,0.0,0
9,30555.56,1.56,2.67,0.0,0
3,20000.0,95.0,254.67,149.33,1
37,12837.84,0.0,0.95,0.0,0
6,16333.33,47.83,130.67,72.67,1
20,32500.0,0.0,0.0,0.0,0
13,21923.08,0.0,0.08,0.0,0
6,21666.67,0.0,5.0,0.0,0
28,17357.14,0.0,0.0,0.0,0
6,16666.67,0.0,0.0,0.0,0
26,18826.92,0.0,0.0,0.0,0
11,15363.64,0.64,1.09,0.0,0
11,28909.09,1.55,1.55,0.0,0
101,25415.84,0.0,0.0,0.0,0
8,13750.0,6.25,8.25,0.0,0
7,24285.71,0.0,23.0,0.0,0
10,16800.0,0.0,0.0,0.0,0
7,36428.57,0.0,1.57,0.0,0
25,21560.0,0.0,0.8,0.0,0
5,13000.0,0.0,16.4,0.0,0
14,24285.71,0.0,20.29,0.0,0
10,11000.0,6.9,27.6,0.0,0
12,23333.33,0.0,0.0,0.0,0
9,6666.67,48.89,121.78,16.44,1
1,15000.0,0.0,0.0,0.0,0
9,24333.33,0.0,0.0,0.0,0
11,23363.64,31.55,99.73,53.27,1
6,20833.33,2.0,2.0,0.0,0
24,30000.0,0.0,0.0,1.42,0
29,25379.31,0.0,0.07,0.0,0
4,12500.0,0.0,0.0,0.0,0
4,35000.0,93.5,263.0,184.0,1
1,15000.0,0.0,0.0,0.0,0
17,24000.0,0.0,0.0,0.0,0
15,22246.67,0.0,0.0,0.0,0
16,19000.0,0.0,0.0,0.0,0
6,15000.0,0.0,0.0,0.0,0
10,26400.0,0.0,0.0,0.0,0
17,37020.59,0.41,0.71,0.0,0
6,15666.67,0.0,0.0,0.0,0
16,17500.0,0.0,0.56,0.0,0
14,20571.43,0.0,0.0,0.0,0
37,12621.62,0.16,0.46,0.0,0
1,20000.0,0.0,0.0,0.0,0
11,33181.82,0.91,2.18,0.0,0
24,15208.33,0.0,0.0,0.0,0
33,23515.15,0.0,0.0,0.0,0
6,24833.33,0.0,0.0,0.0,0
7,17857.14,62.86,214.71,68.43,1
23,24347.83,0.0,0.0,0.0,0
11,7727.27,0.0,0.0,0.0,0
14,40714.29,0.0,0.0,0.0,0
27,15962.96,0.74,0.74,0.96,0
15,13000.0,18.0,30.2,24.2,1
8,40125.0,3.25,4.12,0.12,0
20,18000.0,0.7,0.95,0.0,0
25,22600.0,0.0,0.0,0.0,0
7,20000.0,48.86,151.43,56.43,1
36,14611.11,0.0,0.0,0.0,0
9,15555.56,10.67,32.33,20.33,1
14,10285.71,0.0,0.0,0.0,0
45,21933.33,0.07,0.07,0.0,0
20,33150.0,0.0,0.95,0.0,0
12,22583.33,0.0,0.0,0.0,0
10,29000.0,0.0,0.0,0.0,0
5,10000.0,19.4,75.8,28.4,1
6,39166.67,14.0,15.17,29.5,1
11,22636.36,0.0,0.0,0.0,0
7,15000.0,0.0,0.0,0.0,0
6,15833.33,2.0,6.83,3.5,1
13,25384.62,0.0,0.0,0.0,0
40,29500.0,0.0,0.0,0.0,0
18,25222.22,0.0,0.0,0.0,0
15,39333.33,0.0,0.0,0.0,0
15,14333.33,0.0,0.0,0.0,0
13,27923.08,0.0,0.0,0.08,0
11,56363.64,2.18,2.18,0.0,0
21,47761.9,0.0,0.38,0.0,0
13,15769.23,0.0,0.0,0.0,0
4,10000.0,0.0,15.25,0.0,0
13,25000.0,0.0,0.0,0.0,0
12,25000.0,3.42,17.5,0.0,0
9,31111.11,0.0,0.0,1.56,0
23,22869.57,0.0,0.0,0.0,0
35,17000.0,0.0,0.0,0.0,0
14,28214.29,0.0,0.0,0.0,0
12,21500.0,1.58,2.58,1.5,0
19,48684.21,0.0,0.0,0.0,0
12,40000.0,0.0,0.0,0.0,0
15,11333.33,0.0,3.13,0.0,0
17,12941.18,0.0,0.0,0.0,0
12,28750.0,0.0,0.0,0.0,0
15,21266.67,13.67,19.6,7.73,1
8,18750.0,0.0,0.25,0.0,0
8,18125.0,0.0,0.0,0.0,0
10,14000.0,0.0,0.0,3.0,1
15,15200.0,0.0,0.0,0.0,0
9,13333.33,1.11,1.44,2.44,1
12,33500.0,0.92,0.92,0.0,0
8,19375.0,0.0,0.0,0.12,0
16,10125.0,0.0,0.0,0.0,0
37,19810.81,0.14,0.14,0.0,0
15,22333.33,0.0,0.0,0.0,0
13,49692.31,0.0,0.0,0.0,0
11,25454.55,0.0,0.0,0.0,0
5,14000.0,0.0,19.0,0.0,0
5,14000.0,0.0,3.4,0.0,0
17,26764.71,0.0,0.0,0.0,0
3,20000.0,51.33,135.0,72.0,1
40,17800.0,0.0,0.05,0.0,0
13,25384.62,0.0,0.0,0.0,0
17,19411.76,0.47,0.47,2.47,1
7,12857.14,87.0,160.0,124.0,1
39,27820.51,3.36,4.15,1.23,0
16,15062.5,0.0,0.0,0.0,0
37,22702.7,0.0,0.22,0.0,0
12,11041.67,0.33,0.33,0.0,0
23,22565.22,0.0,0.0,0.0,0
14,31428.57,0.29,0.57,0.0,0
9,20000.0,0.0,0.0,0.0,0
5,17600.0,44.6,83.0,0.0,0
4,16000.0,60.75,201.75,94.5,1
26,28846.15,0.19,0.19,0.0,0
18,33055.56,0.0,0.44,0.11,0
35,15371.43,0.0,0.0,0.0,0
10,30000.0,0.0,0.0,0.0,0
9,34777.78,23.22,36.33,42.78,1
13,11153.85,0.0,0.0,0.0,0
7,82857.14,0.0,0.0,0.0,0
23,17347.83,0.0,0.0,0.0,0
4,10000.0,0.0,4.0,0.0,0
21,32357.14,0.0,0.0,0.0,0
35,28800.0,0.0,0.0,0.0,0
21,18571.43,0.0,0.0,0.0,0
8,16875.0,3.88,6.88,0.0,0
14,17857.14,0.0,10.64,0.0,0
14,19892.86,0.0,7.29,0.0,0
10,12000.0,0.0,0.6,0.0,0
20,14000.0,0.35,0.45,0.0,0
12,24166.67,0.0,0.33,0.0,0
2,20000.0,1.5,22.0,17.0,1
14,30357.14,0.93,0.93,0.0,0
22,23863.64,0.27,0.27,0.0,0
18,27500.0,0.0,1.33,1.61,0
12,20000.0,0.0,0.0,0.0,0
20,25865.0,0.0,0.0,0.0,0
14,11785.71,0.0,0.0,0.0,0
4,20000.0,94.75,258.75,81.0,1
9,14377.78,0.0,0.78,0.0,0
18,16388.89,0.0,0.0,0.0,0
2,10000.0,0.0,0.0,0.0,0
8,16875.0,0.5,0.5,0.0,0
16,21687.5,0.0,1.25,0.0,0
5,10000.0,28.0,35.6,0.0,0
14,23571.43,0.0,0.0,0.0,0
12,31250.0,0.0,0.0,0.0,0
16,39062.5,0.0,0.0,0.0,0
8,12625.0,1.38,2.5,1.75,0
24,23125.0,0.29,0.5,0.0,0
27,23518.52,0.0,0.0,0.0,0
6,26333.33,7.17,8.83,23.0,1
13,24884.62,0.23,0.23,0.0,0
10,19000.0,0.0,0.0,0.0,0
27,31851.85,0.0,0.0,0.0,0
15,13800.0,0.0,0.0,0.0,0
12,12500.0,0.0,0.58,0.0,0
24,24375.0,0.0,0.0,0.0,0
19,15578.95,0.0,0.0,1.53,0
23,31086.96,0.0,0.0,0.0,0
4,20000.0,0.0,0.0,0.0,0
9,14222.22,0.0,0.0,0.0,0
20,16500.0,0.0,0.0,0.0,0
4,10000.0,10.5,17.0,0.0,0
11,30454.55,41.64,71.55,57.27,1
14,15000.0,0.0,0.0,0.0,0
13,24615.38,0.0,2.23,0.0,0
9,26666.67,8.56,10.67,0.0,0
22,23590.91,0.0,0.0,0.0,0
6,18333.33,0.0,0.0,0.0,0
26,26153.85,0.0,0.0,0.0,0
18,21388.89,0.0,0.11,0.0,0
11,20454.55,1.73,6.55,0.0,0
28,8642.86,0.0,0.0,0.0,0
10,30500.0,0.0,0.0,0.0,0
10,9500.0,0.0,1.1,0.0,0
11,18636.36,2.0,2.0,0.0,0
13,39230.77,0.0,14.08,0.0,0
30,17333.33,0.0,0.1,0.0,0
26,33769.23,0.0,0.19,0.0,0
36,19527.78,0.0,0.0,0.0,0
4,10000.0,0.0,0.0,0.0,0
4,12500.0,1.75,1.75,0.0,0
8,8625.0,0.0,10.25,0.0,0
23,23130.43,0.0,0.0,0.0,0
43,25930.23,0.0,0.02,0.0,0
21,24285.71,0.0,0.0,0.0,0
16,20625.0,0.0,0.0,1.88,0
9,16666.67,0.0,0.0,0.0,0
17,32088.24,0.0,0.0,0.0,0
8,20625.0,0.0,0.0,0.0,0
11,15181.82,0.0,0.0,0.0,0
15,11333.33,20.53,31.93,28.53,1
10,30000.0,0.0,0.1,2.5,1
10,30000.0,0.0,1.0,0.0,0
18,26666.67,0.0,0.0,0.0,0
1,10000.0,0.0,0.0,0.0,0
3,10000.0,51.67,64.0,0.0,0
22,38181.82,0.0,0.0,0.0,0
27,26296.3,0.0,0.41,0.0,0
1,15000.0,0.0,0.0,0.0,0
14,33214.29,0.0,0.79,0.0,0
14,16000.0,0.0,0.0,0.0,0
11,20090.91,0.0,2.18,0.0,0
19,25000.0,0.0,0.32,0.0,0
23,18260.87,0.0,0.09,0.0,0
7,14285.71,1.57,5.0,0.0,0
10,16500.0,0.0,0.0,0.0,0
7,24285.71,1.71,6.86,14.0,1
25,22160.0,0.0,0.16,0.0,0
17,21176.47,0.0,0.06,0.0,0
17,13529.41,0.0,0.0,0.0,0
2,15000.0,0.0,0.0,0.0,0
11,19545.45,0.0,0.0,0.0,0
3,10000.0,4.33,4.33,0.0,0
4,20000.0,0.0,0.0,0.0,0
8,14562.5,0.5,0.5,0.0,0
40,29112.5,0.0,0.0,0.0,0
3,10000.0,70.0,179.67,96.33,1
5,10000.0,51.2,78.8,0.0,0
11,25909.09,0.0,0.0,0.0,0
6,29166.67,0.0,0.0,0.0,0
14,14642.86,0.0,0.0,0.0,0
18,35333.33,0.0,0.0,0.0,0
16,25625.0,0.0,0.0,0.0,0
12,18750.0,0.0,0.0,0.0,0
5,24000.0,0.0,5.0,0.0,0
